time,temp,humidity,wind_speed
1680584857836,280.35,80.0,2.57
1680585457953,280.35,80.0,2.57
1680586058148,280.57,78.0,3.6
1680586658322,280.73,78.0,3.6
1680587258433,280.73,80.0,4.12
1680587858549,280.73,80.0,4.12
1680588458747,280.73,81.0,4.12
1680589058927,280.73,81.0,4.12
1680589659114,280.85,81.0,5.14
1680590259298,281.22,80.0,5.14
1680590859451,281.22,80.0,5.14
1680591459651,281.22,80.0,5.14
1680592059773,281.22,80.0,5.14
1680592659945,281.02,81.0,2.57
1680593260117,281.36,80.0,3.09
1680593860303,281.13,81.0,3.09
1680594460493,281.42,80.0,2.57
1680595060691,281.42,80.0,2.57
1680595660877,281.51,80.0,2.57
1680596261075,281.92,78.0,3.09
1680596861266,281.92,78.0,3.09
1680597461443,282.28,77.0,3.09
1680598061540,282.38,76.0,3.09
1680598661727,282.52,75.0,3.6
1680599261913,282.52,75.0,3.6
1680599862145,282.48,74.0,3.6
1680600462309,282.78,75.0,3.09
1680601062436,283.0,73.0,3.09
1680601662636,282.88,74.0,5.66
1680602262773,282.88,74.0,5.66
1680602862964,283.27,71.0,5.66
1680603463132,283.27,71.0,5.66
1680604063331,283.59,70.0,5.14
1680604663468,283.92,69.0,5.14
1680605263659,284.17,67.0,5.66
1680605863814,284.24,67.0,5.66
1680606463944,284.24,67.0,5.66
1680607064140,284.41,66.0,5.66
1680607664332,284.41,66.0,5.66
1680608264448,284.92,67.0,4.63
1680608864647,285.06,66.0,6.17
1680609464869,285.06,66.0,6.17
1680610065076,284.81,66.0,6.17
1680610665272,284.81,66.0,6.17
1680611265448,285.15,67.0,5.66
1680611865569,284.9,69.0,5.66
1680612465772,285.57,67.0,6.69
1680613065920,285.57,67.0,6.69
1680613666143,285.72,66.0,6.69
1680614266314,285.72,66.0,6.69
1680614866434,285.72,66.0,6.69
1680615466638,286.32,65.0,6.69
1680616066778,286.83,64.0,7.2
1680616666960,286.9,63.0,7.2
1680617267151,287.52,60.0,7.2
1680617867349,287.52,60.0,7.2
1680618467467,287.38,59.0,7.2
1680619067672,287.47,59.0,7.2
1680619667785,287.21,59.0,7.2
1680620267948,287.21,59.0,7.2
1680620868119,287.39,61.0,7.2
1680621468316,287.39,61.0,7.2
1680622068453,287.52,59.0,7.72
1680622668639,287.45,59.0,7.72
1680623268772,287.62,58.0,7.2
1680623868902,287.51,58.0,7.2
1680624469070,287.26,59.0,7.2
1680625069268,287.26,59.0,7.2
1680625669456,286.82,61.0,8.23
1680626269663,286.56,63.0,8.23
1680626869823,286.56,63.0,8.23
1680627470023,286.06,64.0,8.23
1680628070226,285.48,67.0,7.72
1680628670424,285.48,67.0,7.72
1680629270604,285.12,67.0,8.75
1680629870770,285.12,67.0,8.75
1680630470957,284.76,68.0,8.75
1680631071153,284.76,69.0,8.75
1680631671302,284.76,69.0,8.75
1680632271458,284.36,70.0,7.2
1680632871652,284.36,70.0,7.2
1680633471838,284.24,71.0,7.2
1680634071952,284.17,71.0,7.2
1680634672108,284.17,71.0,7.2
1680635272255,284.22,72.0,6.69
1680635872456,284.22,72.0,5.66
1680636472652,283.82,73.0,5.66
1680637072857,283.67,74.0,5.14
1680637673053,283.67,74.0,5.14
1680638273243,283.82,75.0,5.14
1680638873364,283.82,75.0,5.14
1680639473563,283.72,76.0,5.14
1680640073707,283.38,80.0,6.17
1680640673913,283.38,82.0,6.17
1680641274058,283.05,84.0,6.17
1680641874252,283.05,84.0,6.17
1680642474409,283.01,85.0,5.14
1680643074531,283.01,85.0,5.14
1680643674725,282.88,87.0,7.2
1680644274964,282.74,89.0,7.2
1680644875160,282.74,89.0,7.2
1680645475297,282.87,89.0,7.2
1680646075464,282.86,89.0,5.14
1680646675660,282.86,89.0,5.14
1680647275772,282.84,89.0,7.2
1680647875942,282.74,91.0,7.2
1680648476203,282.74,91.0,7.2
1680649076390,282.74,91.0,7.2
1680649676579,283.05,89.0,7.2
1680650276666,283.06,89.0,3.09
1680650876833,283.06,89.0,3.09
1680651476933,283.47,87.0,8.23
1680652077030,283.61,87.0,8.23
1680652677227,283.75,86.0,8.23
1680653277419,283.6,87.0,2.57
1680653877613,283.6,87.0,2.57
1680654477795,283.93,85.0,7.72
1680655077957,283.93,85.0,7.72
1680655678150,283.69,89.0,7.72
1680656278269,283.93,86.0,7.72
1680656878475,283.96,86.0,4.63
1680657478628,283.96,86.0,4.63
1680658078792,283.69,88.0,8.23
1680658678960,283.69,88.0,8.23
1680659279154,283.69,88.0,8.23
1680659879385,283.69,88.0,8.23
1680660479575,283.84,89.0,5.14
1680661079772,283.84,89.0,5.14
1680661679916,283.82,88.0,7.72
1680662280057,284.14,86.0,7.72
1680662880404,284.24,85.0,7.72
1680663480604,284.24,85.0,7.72
1680664080781,284.3,85.0,4.63
1680664680941,284.24,85.0,7.72
1680665281129,284.24,85.0,7.72
1680665881314,284.24,85.0,7.72
1680666481447,284.46,87.0,7.72
1680667081612,284.46,87.0,7.72
1680667681779,284.54,87.0,4.63
1680668281917,284.54,87.0,4.63
1680668882061,284.46,88.0,5.66
1680669482321,284.46,88.0,5.66
1680670082450,284.46,88.0,5.66
1680670682601,284.46,88.0,5.66
1680671282778,284.46,88.0,5.66
1680671882968,284.54,88.0,3.6
1680672483170,284.8,87.0,6.17
1680673083343,284.8,87.0,6.17
1680673683470,284.8,87.0,6.17
1680674283663,284.8,86.0,6.17
1680674883773,284.8,86.0,6.17
1680675483937,284.75,86.0,6.17
1680676084134,284.75,86.0,6.17
1680676684336,285.02,87.0,6.17
1680677284469,285.12,86.0,6.17
1680677884671,285.12,86.0,6.17
1680678484778,285.24,86.0,3.09
1680679084932,285.24,86.0,3.09
1680679685102,285.33,88.0,6.69
1680680285287,285.33,88.0,6.69
1680680885464,285.83,84.0,8.23
1680681485663,285.83,84.0,8.23
1680682085778,285.85,85.0,8.23
1680682685956,285.85,85.0,8.23
1680683286145,286.29,84.0,7.2
1680683886343,286.36,83.0,7.2
1680684486546,286.66,83.0,6.69
1680685086740,286.66,83.0,6.69
1680685686930,286.69,83.0,6.69
1680686287147,286.57,83.0,6.69
1680686887348,286.57,84.0,6.69
1680687487459,286.73,84.0,6.69
1680688087549,287.09,82.0,6.69
1680688687751,287.2,82.0,6.69
1680689287908,287.28,81.0,6.69
1680689888107,287.28,81.0,5.66
1680690488296,287.21,81.0,5.66
1680691088484,287.54,80.0,5.66
1680691688710,287.54,80.0,5.66
1680692288908,287.61,80.0,5.14
1680692889060,287.61,80.0,5.14
1680693489156,288.0,79.0,6.69
1680694089354,288.0,79.0,6.69
1680694689560,287.93,78.0,6.69
1680695289753,287.93,78.0,6.69
1680695889918,287.92,78.0,6.69
1680696490122,287.92,78.0,6.69
1680697090312,287.92,78.0,6.69
1680697690505,288.01,80.0,4.63
1680698290629,288.01,80.0,4.63
1680698890776,287.94,80.0,4.63
1680699490951,288.04,80.0,7.2
1680700091143,288.13,80.0,7.2
1680700691301,288.13,80.0,7.72
1680701291458,288.08,80.0,7.72
1680701891693,287.51,82.0,7.72
1680702491881,287.51,82.0,6.17
1680703092071,287.51,82.0,6.17
1680703692260,287.51,82.0,6.17
1680704292363,287.51,82.0,6.17
1680704892481,287.51,77.0,5.66
1680705492672,287.99,79.0,5.66
1680706092768,287.99,79.0,6.17
1680706692930,287.99,79.0,6.17
1680707293121,287.79,79.0,6.17
1680707893271,287.79,80.0,6.17
1680708493448,287.52,81.0,5.66
1680709093576,287.52,81.0,5.66
1680709693767,287.17,84.0,5.66
1680710293956,286.06,87.0,6.17
1680710894087,285.53,89.0,6.17
1680711494278,285.53,89.0,6.17
1680712094437,285.6,88.0,5.14
1680712694629,285.6,88.0,5.14
1680713294779,285.6,87.0,5.14
1680713894963,285.53,89.0,4.63
1680714495169,285.53,89.0,4.63
1680715095362,286.12,85.0,5.14
1680715695468,286.12,85.0,5.14
1680716295586,286.24,83.0,5.14
1680716895777,286.24,83.0,5.14
1680717495931,285.89,82.0,5.66
1680718096133,285.74,82.0,5.66
1680718696332,285.74,82.0,5.66
1680719296456,285.73,83.0,4.63
1680719896587,285.73,83.0,4.63
1680720496776,285.67,83.0,4.63
1680721096940,285.44,83.0,4.63
1680721697127,285.48,80.0,2.06
1680722297259,285.41,80.0,2.06
1680722897412,285.07,83.0,4.63
1680723497607,284.78,85.0,4.63
1680724097785,284.89,86.0,4.63
1680724697958,284.89,86.0,4.63
1680725298155,285.2,85.0,2.06
1680725898341,285.2,85.0,2.06
1680726498434,284.6,86.0,3.6
1680727098629,284.19,88.0,3.6
1680727698776,284.03,87.0,4.63
1680728298962,284.03,87.0,4.63
1680728899077,284.1,87.0,4.63
1680729499270,284.1,87.0,4.63
1680730099477,283.88,87.0,4.63
1680730699773,283.88,86.0,4.63
1680731299953,283.88,86.0,4.63
1680731900143,283.98,85.0,3.09
1680732500338,283.98,85.0,3.09
1680733100458,284.02,84.0,1.34
1680733700583,283.9,85.0,3.6
1680734300769,283.9,85.0,3.6
